url,url_reward
http://ampaccounting.co.uk/?page_id=35,0.0
http://ampaccounting.co.uk/,0.0
http://aps-aic.co.uk/microsites/just/,0.0
http://www.justadviser.com,0.0
https://twitter.com/Just_Adviser,0.0
https://t.co/vrGv1M7gca,0.0
http://support.twitter.com/forums/26810/entries/78525,0.0
https://media.twitter.com,0.0
https://blog.twitter.com/official/en_us.html,0.0
https://blog.twitter.com/official/en_us/authors.tjay.html,0.0
https://blog.twitter.com/official/es_la.html,0.0
https://blog.twitter.com/official/in_id.html,0.0
https://about.twitter.com/safety,0.0
https://support.twitter.com/articles/20170451,0.0
https://business.twitter.com/en/help/troubleshooting/why-arent-my-ads-receiving-impressions.html,0.0
https://marketing.twitter.com/na/en/insights.html,0.0
https://marketing.twitter.com/na/en/search.html?tag=content/marketing-objective/measure-results,0.0
https://support.twitter.com/articles/215585,0.0
https://t.co/Enmg9FwJeW,0.0
https://t.co/xV3Ihcs4UG,0.0
https://twitter.com/signup,0.0
https://dev.twitter.com/docs/embedded-tweets,0.0
https://cards-dev.twitter.com/validator,0.0
https://dev.twitter.com/overview/terms/policy,0.0
http://twitter.com/privacy,0.0
https://support.twitter.com/articles/20174632,0.0
https://support.twitter.com/articles/20170514,0.0
https://tools.google.com/dlpage/gaoptout,0.0
https://www.google.com/intl/en-GB/privacy.html,0.0
https://www.google.com/work/apps/terms/education_privacy.html,0.0
https://www.google.com/policies/privacy/example/sharing.html,0.0
https://privacy.google.com?hl=en,0.0
https://www.hindlecampbell.co.uk/,0.0
https://twitter.com/hindlecampbell,0.0
https://twitter.com/signup,0.0
https://dev.twitter.com/docs/embedded-tweets,0.0
https://twitter.com/GrandTetonNPS,0.0
https://t.co/gwA3m10Nx4,0.0
https://twitter.com/signup,0.0
https://support.twitter.com/articles/20170514,0.0
https://twitter.com/tos,0.0
https://dev.twitter.com/overview/terms/agreement,0.0
https://dev.twitter.com/web/embedded-tweets,0.0
https://twitter.com/Interior/status/463440424141459456,0.0
http://t.co/UwNGahBk4t,0.0
http://t.co/YuKy2rcjyU,0.0
https://twitter.com/signup,0.0
https://support.twitter.com/articles/20174594,0.0
https://blog.twitter.com,0.0
https://twitter.com/privacy,0.0
https://support.twitter.com/articles/119137#,0.0
https://media.twitter.com,0.0
https://blog.twitter.com/official/ko_kr.html,0.0
https://blog.twitter.com/official/ko_kr/topics/events/2017/twitter-newpresident.html,0.0
https://twittercommunity.com/,0.0
https://dev.twitter.com,0.0
https://twitter.com/nucleusip,0.0
https://t.co/zDlzPA4THQ,0.0
https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,0.0
http://www.nationalarchives.gov.uk/information-management/re-using-public-sector-information/re-use-and-licensing/ukglf/,0.0
https://twitter.com/@UKNatArchives,0.0
http://t.co/mX6wl2qTXr,0.0
http://flickr.com/photos/nationalarchives,0.0
http://flickr.tumblr.com/,0.0
https://flickr.tumblr.com/image/160198535246,0.0
https://flickr.tumblr.com/post/160198535246/flickr-hero-of-the-week-153-tulips-spring-by,0.0
http://angelfeminist.tumblr.com/,0.0
https://extra.admirallaw.co.uk/clex,0.0
https://www.admirallaw.co.uk/client-information-pack.php,0.0
https://admiraljobs.co.uk/working-here/legal/,0.0
http://www.admiralgroup.co.uk/rss/index.php,0.0
http://www.twitter.com/writetax,0.0
https://twitter.com/signup,0.0
https://support.twitter.com/articles/20169421,0.0
https://twitter.com/share,0.0
https://twitter.com/signup?context=webintent,0.0
https://support.twitter.com/articles/20174594,0.0
https://about.twitter.com/company/brand-assets,0.0
https://brand.twitter.com/it.html,0.0
https://brand.twitter.com/vi.html,0.0
https://about.twitter.com/safety,0.0
https://about.twitter.com,0.0
http://status.twitter.com,0.0
http://www.twitter.com,0.0
https://dev.twitter.com/overview/terms/agreement,0.0
https://cards-dev.twitter.com/validator,0.0
https://twitter.com/signup,0.0
http://support.twitter.com/forums/26810/entries/78525,0.0
https://ads.twitter.com/start?ref=gl-tw-tw-twitter-advertise,0.0
https://business.twitter.com/,0.0
https://support.twitter.com/categories/283,0.0
https://about.twitter.com,0.0
https://support.twitter.com/articles/20170514,0.0
https://twitter.com/privacy,0.0
https://twitter.com/settings/safety,0.0
https://dev.twitter.com/overview/terms/agreement,0.0
https://t.co/le,0.0
https://www.law.cornell.edu/uscode/text/18/2705,0.0
https://lawyers.law.cornell.edu/,0.0
http://www.cornell.edu/,0.0
http://www.lawschool.cornell.edu/spotlights/In-Global-Classroom-Students-Study-Surrogacy-Law-and-Policy-in-India-and-the-United-States.cfm,0.0
http://bit.ly/2sUqx5F,0.0
http://www.rollcall.com/news/politics/carrying-white-house-even-comey-accused-trump-lies,0.0
http://www.copyright.com/openurl.do?&issn=0035788X,0.0
http://chat.copyright.com/webchat/,0.0
http://wordpress.org/,0.0
https://wordpress.org/download/,0.0
http://get.wp.com/app/,0.0
http://en.support.wordpress.com/apps/,0.0
https://wordpress.com/pricing/,0.0
https://wordpress.com/features/,0.0
https://wordpress.com/about/,0.0
http://en.wordpress.com/features/,0.0
https://wordpress.org/,0.0
https://developer.wordpress.org,0.0
https://wordpress.org/,0.0
https://developer.wordpress.org,0.0
https://make.wordpress.org/,0.0
https://make.wordpress.org,0.0
https://www.facebook.com/GlobalLinkAccountantsLtd,0.0
https://www.facebook.com/Sidibemystore/?ref=py_c,0.0
https://www.facebook.com/privacy/explanation,0.0
https://l.facebook.com/l.php?u=ATNpYvc-GYiKV-L4s9jRyfzNKHh0tWUkhFdbjLjxEwYMu7ZI_ih0vxklXxoMFfDI0o-PPXWI02CLIOEkCqwowg&h=ATPw3InUWnoNRpUtdptC7TCmXbZ28ra4GPLoZTyMrNuUQOyLW0JRfeBzQKSL2oDGJua595GWFmquZ6S7tt4d3QxRbfNyHfEW2SmGg4d60HHQHiJ08GnOjSHLVe2ipA&s=1,0.0
http://www.icaew.com/,0.0
http://careers.icaew.com/university-students-graduates/worldwide-training,0.0
http://www.icaewtrainingvacancies.com/,0.0
http://www.madgex.com/products,0.0
https://de.madgex.com/produkte/job-boards,0.0
https://www.facebook.com/MadgexLtd,0.0
https://www.facebook.com/fetchdogphotography/?ref=py_c,0.0
https://www.facebook.com/fetchdogphotography/?ref=nf&hc_ref=NEWSFEED,0.0
https://www.facebook.com/fetchdogphotography/likes,0.0
https://ne-np.facebook.com/fetchdogphotography/likes,0.0
https://ar-ar.facebook.com/fetchdogphotography/likes,0.0
https://ml-in.facebook.com/fetchdogphotography/likes,0.0
https://pt-br.facebook.com/fetchdogphotography/likes,0.0
http://l.facebook.com/l.php?u=http%3A%2F%2Fmomentsapp.com%2F&h=ATNJOZBPGfSYOzfn2qCkKV0L2xpKlYqRp1y71uhsHKTzjJ8VqlOsuM3Op5AGzpJapaznS46AknNDQEXat9IQaRuvdmTeNBqq7XfeyqYinPnisQgTDmI1IY9redzi&s=1,0.0
