index,word,count
14120,collapse,6446
22689,customs,6443
40782,sentinel,6441
42689,recap,6441
26635,bride,6439
23696,blowing,6437
10562,sponsorship,6435
2700,ai,6434
2716,riding,6430
36606,odd,6426
43187,monarchy,6422
49032,gilbert,6420
19563,mist,6420
63,dispatch,6420
6384,oval,6419
45198,belly,6419
2767,viking,6418
180,label,6418
2284,registry,6417
41882,walt,6416
43821,somewhere,6415
6035,patel,6414
32510,sculpture,6414
20782,wharf,6413
22312,shabby,6406
6590,itching,6406
41275,hypothyroidism,6405
43505,beef,6400
20325,experiment,6395
32461,ribbon,6393
2323,fi,6393
26913,silk,6391
48436,worked,6389
28751,poet,6387
46801,vertigo,6386
48792,sleeping,6384
22936,masa,6379
15394,damages,6378
45819,installation,6377
12861,moody,6377
6469,assets,6372
10949,develop,6367
40193,mag,6366
14190,extension,6362
40609,rolled,6361
40697,sexology,6357
5591,embroidery,6355
39090,acton,6354
5724,fin,6354
24145,crane,6352
39599,pedestrian,6351
4501,surface,6349
29313,pray,6346
22194,absolutely,6341
47168,twin,6339
4269,hazel,6337
41363,jeans,6333
24937,supporting,6328
46992,rat,6327
29048,context,6326
25893,shine,6325
38653,geography,6321
25971,fallacy,6320
28771,realm,6314
34199,distemper,6312
27649,shah,6306
24165,leptospirosis,6305
15209,toddler,6301
32350,occupation,6300
28298,ga,6299
29265,definitive,6293
12391,scarlet,6291
6582,mealtime,6286
1568,leg,6283
30576,annoying,6280
36474,sorry,6277
47979,bloat,6273
22281,haul,6270
41340,stern,6265
34191,accused,6263
31774,singh,6261
47368,atelier,6259
13144,thousand,6254
9596,stamp,6253
31188,ate,6247
40864,tyranny,6247
43575,hullabaloo,6242
25906,peer,6239
38383,cripple,6238
29898,gen,6233
33369,sauce,6233
28287,tribunal,6231
41401,vestibular,6230
24479,hatred,6227
44778,willow,6222
27496,stitcher,6221
2876,chester,6216
32651,liquid,6214
24437,pear,6213
23212,cave,6208
40063,festive,6208
26784,singing,6207
19747,stuck,6207
16529,mum,6204
27441,warrant,6199
40945,tango,6199
81,lavender,6198
7663,ruptured,6195
25450,infinite,6192
16459,tried,6191
40255,portrait,6187
23561,tara,6185
4328,idiocy,6181
5715,feast,6181
30568,raised,6169
10547,shut,6168
32468,actual,6165
38465,allan,6165
25877,batman,6165
17915,brains,6160
2029,nicky,6155
20750,bigotry,6155
49243,fog,6146
32809,cowboy,6144
821,charm,6142
25508,grouchy,6137
38312,cruise,6137
12226,beacon,6136
31535,anchoress,6134
29829,often,6132
34505,maxwell,6126
22266,bigger,6120
48448,mood,6119
33271,cruciate,6116
2431,infringement,6116
195,boiling,6115
6367,uncertainty,6114
18246,sheriff,6112
20529,thankful,6102
36020,ligament,6100
39585,galaxy,6099
37193,negative,6098
41714,flake,6095
35443,involvement,6095
38412,actor,6091
20904,depot,6088
14109,dell,6086
9180,homeland,6086
3780,chasing,6083
32852,madam,6079
42406,tables,6075
1712,outdoors,6068
21406,upper,6066
31554,scale,6066
1163,chapel,6065
8616,favor,6064
25611,housewife,6064
15037,burt,6062
1378,driven,6061
2646,despite,6060
42957,gal,6059
12180,sovereignty,6059
41049,surge,6058
6383,skinny,6058
37247,finished,6057
30628,till,6057
4494,saloon,6053
19495,proofing,6051
49166,sake,6049
16224,akin,6046
19486,ecology,6046
45704,dairy,6044
43268,postal,6040
45801,paranoia,6038
44743,mature,6037
47226,patella,6037
32661,persecution,6036
41359,frist,6036
2507,miscellany,6035
26392,testimony,6034
42483,ledger,6034
48495,rumor,6032
24353,transform,6032
4648,becker,6032
32122,lite,6030
6462,shouting,6029
9805,quinoa,6023
24921,hillbilly,6021
8459,frontier,6018
1730,maternity,6012
23064,spicer,6012
694,hire,6009
8811,dyke,6008
9571,julio,6007
10106,clash,6006
31439,vine,6005
25270,vie,6003
20046,jurisdiction,6002
26394,lest,6000
40537,nuke,6000
10889,glen,5998
22636,recording,5998
45724,peek,5994
5840,wearing,5993
42657,brew,5992
22631,dolly,5989
16092,leaving,5985
19764,solve,5985
26409,scientist,5984
29579,reflex,5984
37752,grain,5982
41313,cuisine,5982
4434,additional,5981
19396,canal,5979
18762,hawk,5978
39253,bluebird,5976
29360,bitter,5975
31995,ambulance,5967
41245,glorious,5963
34148,garbage,5963
40619,excuse,5963
25148,intimidation,5963
3131,imprime,5960
7057,wallpaper,5948
5182,porcelain,5948
5781,unitary,5947
37639,limit,5946
5765,peg,5946
36389,confidential,5942
34811,redux,5940
41545,coop,5935
15654,consumption,5935
16377,sink,5933
46923,choir,5931
41783,cruelty,5930
22686,ham,5927
27373,scissors,5925
33333,wit,5922
44335,bulldog,5920
47026,stranger,5919
13074,bleeding,5913
16260,dirt,5912
10046,canyon,5909
41618,wellington,5907
48791,consortium,5906
40419,knighthood,5906
32147,showing,5905
2278,airedale,5905
25027,breach,5903
23959,cardigan,5901
36528,hayward,5898
32130,switch,5897
37777,sum,5896
20450,tanger,5894
19397,shunt,5892
31590,pan,5891
4710,mon,5890
36235,needle,5889
11088,junction,5889
2854,appraisal,5887
42815,bucket,5887
15586,affair,5886
24645,dreamer,5885
17459,mice,5883
22847,hanna,5881
1847,screaming,5875
11925,lance,5875
37400,walsh,5871
47147,unlimited,5870
29286,cupcake,5860
6108,revival,5859
24858,inn,5857
9101,stealth,5855
29846,agree,5855
27735,paw,5850
15739,hookworm,5849
4922,stumble,5848
21703,employed,5843
18702,brownback,5842
667,doggy,5838
20486,inauguration,5836
22007,able,5830
28174,clapper,5827
116,crier,5826
41838,sexuality,5825
48308,caution,5820
21717,pair,5819
33958,everybody,5819
15574,sold,5817
38133,raven,5813
42281,dilation,5813
44981,carrier,5813
11489,jet,5813
32406,slave,5811
33718,mostly,5803
13207,psychological,5796
23548,stroke,5795
35522,mao,5793
5159,boomer,5793
47295,leaf,5791
44168,clever,5791
28394,torsion,5788
3152,recount,5782
37431,chalk,5781
2061,plaid,5777
12845,automatic,5776
46584,norm,5775
31269,ne,5770
49533,strength,5769
19214,generator,5767
46922,fletcher,5764
1201,bastard,5760
4869,dynamic,5755
21582,scholarship,5754
43990,volvulus,5754
24512,aesthetics,5753
1984,burden,5750
14201,deluxe,5750
25712,anthrax,5748
10486,harbor,5740
25115,barton,5738
44138,banner,5728
45417,posh,5727
11988,bake,5726
17105,quid,5721
44499,groovy,5718
33594,hive,5712
44353,poison,5711
15743,incident,5708
4425,deaf,5702
29785,joey,5695
35326,ar,5695
28439,zac,5694
42954,sampler,5692
2265,detention,5691
26031,corker,5689
16438,turned,5687
33724,noel,5687
26437,tide,5687
10884,blueprint,5686
35594,adobe,5681
18966,boycott,5680
1841,ratio,5678
20982,tomato,5677
42204,mistake,5675
4808,trek,5674
42772,crowd,5673
37939,saunders,5671
19345,weld,5663
21269,pyramid,5661
28431,nomination,5659
46454,constantly,5658
27257,coconut,5658
7153,clearing,5655
47105,tin,5649
15917,shutdown,5647
10407,miniature,5646
43862,solid,5643
28931,renovation,5643
2189,curse,5641
11711,greenhouse,5641
20479,sissy,5641
38704,consensus,5641
6265,competitive,5640
12331,dominion,5640
837,marry,5639
11405,excess,5639
38513,cruel,5636
10354,bitch,5636
2563,idol,5631
4344,cam,5624
31543,woolsey,5621
49468,planner,5618
17349,loud,5616
31664,protectionism,5616
19120,collected,5612
30909,medication,5608
26753,procurement,5607
10560,buster,5602
34431,operating,5600
34558,kyl,5599
34324,enemy,5598
8796,speculation,5597
7210,architectural,5596
23753,utopia,5593
26962,sheen,5589
43799,deception,5586
35911,lotus,5583
22819,boss,5583
49604,harper,5582
24439,copper,5581
36052,prohibition,5574
19215,degree,5571
9254,spider,5571
30177,elegant,5570
42012,suppress,5569
8832,transit,5565
38292,rebellion,5565
22951,oracle,5564
376,desperate,5564
4415,discourse,5562
10681,entrepreneur,5561
36378,closer,5559
16925,shorts,5558
46095,clip,5555
1517,cry,5555
7454,bent,5549
42996,coaching,5546
24804,associated,5543
31482,scratching,5542
46797,patchwork,5542
8866,dire,5536
49044,clause,5536
15528,earl,5536
7812,thriving,5536
48411,wondering,5530
19332,lodge,5530
40286,afraid,5525
1219,audience,5524
39054,ensign,5523
14288,aircraft,5522
27299,furry,5521
16339,het,5520
25456,bookseller,5516
27972,keen,5511
43114,replace,5507
21084,funky,5507
12811,accuracy,5507
13844,rufus,5506
19262,tibet,5503
36612,maple,5501
26373,kiwi,5501
30326,prospect,5500
8444,jeep,5498
532,pursuit,5497
44093,eats,5492
10242,prep,5491
45570,infidel,5490
25045,gospel,5489
32784,villainous,5488
30835,magical,5482
45292,decoration,5481
26899,rosemary,5478
30082,vitamin,5472
41179,gabbard,5470
16594,incorrect,5468
19550,relevant,5468
26793,payday,5468
21936,filling,5466
29978,shaw,5466
5040,couch,5465
819,slightly,5464
17480,nowhere,5464
4564,sawyer,5464
40978,kitten,5462
46075,contraception,5459
28306,citizenship,5453
46028,swim,5452
12377,banker,5450
16606,prefer,5450
48379,liberalism,5449
9197,stack,5445
4688,mal,5443
43762,sponsor,5441
2388,spicy,5429
32031,artificial,5426
25294,liar,5425
45032,archaeology,5424
12799,tulsi,5422
4653,biz,5421
925,absence,5411
9830,offensive,5410
29554,suck,5410
47662,hysteria,5410
30299,unfair,5406
41016,pregnant,5400
8487,forty,5398
22602,authentic,5394
10653,eclipse,5393
47,accessibility,5392
15101,derby,5391
42156,default,5391
31888,seal,5388
28680,dancer,5383
19743,entity,5380
46901,tourist,5380
26858,laboratory,5374
34143,scout,5373
10939,scrapbook,5372
4059,flores,5370
41085,warehouse,5370
6513,condominium,5369
31492,chilling,5368
29253,fantastic,5367
44207,visa,5365
41386,retention,5364
26170,optimism,5363
28647,worship,5361
28779,dynasty,5360
22209,mildly,5356
687,cope,5355
32782,vegetarian,5353
31345,export,5352
71,howling,5350
48610,apology,5347
3981,tan,5344
47460,period,5342
25472,whittle,5340
44305,toxic,5339
39252,torch,5339
10462,farmhouse,5336
45814,geneva,5336
40387,erika,5336
41538,bully,5335
25499,dissident,5333
7944,cardin,5333
37419,yummy,5332
24745,gym,5330
44251,twilight,5325
46818,immunity,5325
29825,knew,5323
2633,substance,5321
16752,vogue,5319
28512,malik,5318
23367,snake,5318
35158,tablet,5316
4108,explore,5316
34934,grateful,5314
7248,hundred,5311
5264,gill,5310
45757,affiliate,5309
1056,reins,5308
2432,raid,5305
9945,barlow,5295
20930,binary,5295
47878,unlawful,5289
7966,flamingo,5284
31471,truly,5282
29500,broadway,5282
16382,humanist,5281
22280,heel,5281
48151,alto,5281
20307,antarctica,5279
35147,bae,5278
12952,objective,5277
42158,empowerment,5275
48789,viral,5275
14194,intolerance,5271
19285,pad,5269
49075,suspect,5268
25263,offshore,5268
29730,clarity,5267
17039,mummy,5265
14345,silva,5260
33356,fault,5258
11243,antitrust,5258
40807,sword,5256
39747,acceptance,5256
41478,hacker,5256
19508,policeman,5250
25494,chapman,5249
36247,declare,5244
34882,duff,5234
47425,badger,5231
20994,arm,5230
8367,forecasting,5229
20557,nat,5228
47771,ami,5226
27188,goldsmith,5226
32554,storytelling,5225
28191,chi,5224
37483,modest,5224
5642,detailed,5223
21896,nexus,5223
34239,sassy,5220
30665,mack,5219
31051,curriculum,5219
47930,trader,5216
2841,jaguar,5215
38676,hummer,5214
17453,reluctant,5214
34519,drunk,5213
44838,chairman,5213
35212,fern,5211
11455,camilla,5211
17117,mile,5208
324,behavioral,5208
46374,lemonade,5207
35803,benny,5207
7414,sparks,5202
11540,leash,5202
11575,accent,5200
2771,dexter,5198
937,entrepreneurship,5197
12364,wang,5195
7106,lamp,5193
4202,weapon,5193
778,chateau,5193
28195,diplomacy,5193
18604,tongued,5192
14919,probate,5191
26644,publisher,5191
12907,sans,5191
30591,tall,5190
24853,goose,5189
43696,wrap,5188
8009,litter,5187
38423,burgess,5181
42301,sage,5178
29654,chronic,5177
41794,balloon,5175
15849,seraphic,5173
12961,tops,5173
44008,collaborative,5165
17657,rouge,5162
11996,artifice,5157
25272,suite,5156
19580,temperature,5155
5806,bet,5154
33305,reaction,5154
26703,awakening,5153
13961,stark,5150
44844,bender,5148
30316,retiring,5147
49513,sequitur,5147
22102,prejudice,5145
41496,beagle,5145
30669,throw,5144
7880,gourmet,5142
44213,runner,5141
8872,drain,5134
20243,min,5133
11505,marshal,5129
26311,sergeant,5129
37013,sixteen,5129
43828,bing,5129
2838,chili,5127
7379,ha,5127
31677,agricultural,5125
5892,cripes,5119
47257,ran,5118
45101,witney,5117
37003,smell,5114
36304,lea,5111
31283,yon,5108
13084,evangelical,5108
13851,mathematics,5107
27547,freeway,5106
4598,grocery,5104
40482,perfectly,5104
5406,kaiser,5102
34242,solstice,5101
27394,debut,5101
39072,flew,5100
45031,observation,5099
17832,route,5093
5677,ferry,5089
29765,bourgeois,5084
15767,aboard,5083
43060,coin,5083
16510,necklace,5080
15955,panorama,5079
8711,slaughter,5078
28201,subway,5078
6094,wiener,5077
4593,finger,5074
10677,prior,5074
7649,bullet,5074
4903,wheat,5074
28560,felt,5073
23015,whites,5072
32052,th,5070
9471,abandoned,5069
39091,li,5069
33401,cardinal,5067
11581,split,5065
13129,negro,5064
21375,salute,5062
1098,mysterious,5058
11005,unusual,5057
26124,lambert,5057
23307,obvious,5054
26878,argumentative,5054
15668,florence,5054
46720,hay,5053
23625,trainer,5051
25828,violet,5046
47997,tipping,5046
5890,principle,5045
43510,guerrilla,5042
32190,sight,5041
5661,stopping,5040
9469,hardy,5038
20329,yorker,5038
24226,tooth,5036
21846,mustard,5036
7689,raft,5035
33073,throwing,5034
16699,gardener,5034
17417,darkness,5034
37949,enjoying,5033
24801,blend,5032
26316,ho,5029
16152,gadget,5026
6585,communist,5024
24547,nurse,5019
30683,whose,5019
20784,indigenous,5018
17247,podesta,5018
33763,binge,5016
26820,tongue,5014
21119,partisan,5013
5363,multilingual,5012
23849,unleashed,5008
10213,orchestra,5007
31308,species,5007
21901,trio,5007
37595,diesel,5006
11774,regular,5005
45915,plum,5004
32202,sing,5004
38875,reasonable,5003
16443,barrel,5000
